Hugo_Symbol	2989R	2424R	4069R	3784R	3653R	3196R	1351R	4807R	4932R	4316R	1476R	3976R	3036R	4037R	3147R	4769R	4236R	3037R	3504R	4586R
AL139379.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099332.1	0	0	7	4	1	3	5	0	1	2	1	2	1	1	2	2	1	4	3	1
AL355377.3	13	16	0	48	5	20	2	10	8	8	24	10	13	11	5	9	24	7	7	1
AC116611.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
AC116158.3	55	15	72	130	156	234	88	156	40	98	205	102	181	162	138	23	10	73	43	54
AL110114.1	48	22	36	9	41	14	28	27	42	30	20	10	5	11	35	16	23	19	30	25
AC004687.3	2	0	3	1	1	3	6	3	0	6	1	4	3	0	0	2	0	1	0	10
AL161645.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010494.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079949.5	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005703.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR848007.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z70719.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL161652.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC010883.2	31	16	29	16	49	24	36	31	18	43	76	54	71	10	12	5	16	85	15	49
AC009315.1	0	1	0	1	1	3	1	1	0	8	1	3	1	3	9	1	0	1	0	0
AC022832.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124066.1	1	0	9	5	7	3	9	7	2	3	4	10	3	9	2	0	5	8	2	0
AC090348.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BX546033.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104459.1	0	0	0	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
AL109824.1	0	2	2	3	5	3	3	6	2	2	1	3	3	6	1	1	1	3	6	0
AC025871.3	8	12	1	1	1	2	1	0	10	0	4	1	2	1	11	8	1	0	8	1
AL138716.1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AC080005.1	0	0	3	8	0	1	1	0	0	0	15	0	2	0	0	0	0	0	2	0
AC093639.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092338.3	8	2	58	29	7	51	30	16	6	29	31	23	24	45	18	3	35	50	20	10
AC008964.1	31	75	3	2	21	11	13	25	63	19	4	5	13	4	13	109	69	3	31	4
AL513128.3	1	2	69	13	22	49	57	13	20	10	53	42	39	18	167	2	16	19	15	9
AL353138.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AP001120.5	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
AC015871.6	43	185	158	1429	146	327	109	81	206	108	458	124	500	411	72	144	412	454	122	69
AP005242.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005273.2	0	0	2	0	0	0	2	0	0	1	0	0	0	4	0	0	0	0	0	0
AC105339.6	1	3	2	0	3	1	6	1	1	2	0	0	2	2	1	2	2	0	0	0
AC008496.3	0	3	1	1	0	2	4	11	3	1	2	4	0	3	0	0	2	0	0	0
Z98745.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
AL590027.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019193.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112504.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AL583829.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353704.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL096870.10	9	3	18	16	31	30	37	15	5	20	48	33	38	4	2	6	11	1	16	4
AL136129.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC072026.2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
AC008883.3	1	0	1	4	2	2	0	3	1	2	0	0	0	1	0	0	0	1	0	7
AC093798.1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC105052.5	145	271	21	68	2	11	0	50	206	9	25	3	9	45	0	38	23	0	27	3
AC244472.1	0	0	0	0	3	3	0	2	5	1	0	0	1	3	0	1	2	0	2	0
AL157831.3	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1
AC097532.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360020.1	0	0	2	1	1	7	1	8	1	4	1	3	4	1	3	0	0	1	0	2
AL133477.1	34	27	116	7	87	40	51	137	22	50	26	56	13	97	145	22	80	209	11	12
AC092844.1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	4
AC087533.1	1	0	4	1	5	3	0	1	2	7	1	0	0	0	3	1	10	2	2	0
AL356379.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093240.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL451127.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010528.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353752.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL160159.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068688.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007343.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z93943.1	3	1	5	0	10	2	5	13	0	10	7	2	5	1	9	0	1	5	1	1
AC007036.5	0	0	14	1	3	7	1	3	1	0	1	4	4	4	7	0	3	5	2	1
AC009570.2	3	0	0	0	0	0	1	2	4	0	1	0	0	1	0	0	0	0	1	1
AC009152.6	1	4	1	0	7	2	1	7	0	24	1	1	0	0	0	0	0	0	1	3
AL358232.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097517.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000696.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079382.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC074024.1	0	0	6	1	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
AC061708.1	0	0	4	6	8	11	2	1	1	3	12	1	9	6	8	1	2	4	4	0
AC007463.2	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0
AL355361.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL158214.2	10	2	5	9	5	11	5	0	9	19	6	6	7	1	5	3	1	5	2	6
AC093840.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL049779.4	6	7	13	14	58	14	30	19	35	16	22	16	22	10	5	7	11	13	4	11
AC017037.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL513166.1	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	4	0	3	0	0
AC012076.1	12	34	46	113	100	617	108	208	22	22	77	92	112	48	8	23	82	186	580	10
AL391097.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006063.3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008798.3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
AC074290.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022276.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL121981.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AL139090.1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0
AC024270.4	173	89	77	3	41	14	43	119	94	85	69	146	58	11	30	58	68	15	63	71
AC012306.3	11	9	6	6	25	4	11	13	8	54	5	4	3	4	4	6	1	6	7	13
AC072054.1	3	0	2	1	2	1	1	1	0	2	0	0	0	5	2	0	1	2	1	4
AL121977.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC069540.2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC090510.4	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
AC100805.1	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	0	1
AC093639.3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC005258.2	0	0	3	16	3	19	1	0	1	0	33	3	33	2	2	2	5	7	12	0
AL358780.1	2	0	20	0	3	0	2	4	10	2	0	4	0	3	10	1	6	5	1	3
AC116428.1	0	0	2	2	2	1	2	0	0	1	0	0	1	0	1	0	0	0	2	1
AC005041.5	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	3	0	0	0
AC012060.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL138824.1	15	22	12	39	27	25	7	25	18	50	27	8	13	48	34	5	22	12	17	3
AJ011931.2	4	7	21	12	6	1	2	26	2	33	20	19	30	10	21	2	10	6	2	4
AL355881.1	3	0	1	28	0	7	0	9	0	4	9	10	17	13	0	0	9	0	9	0
AC006427.2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
AC096589.1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
AC055840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC080132.1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC084212.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015660.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009141.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AC092745.5	20	37	11	8	22	16	22	19	19	5	3	23	3	4	6	17	47	1	24	9
AC112236.3	0	2	1	0	0	0	1	1	1	3	1	1	0	0	2	0	0	1	0	0
AC090515.6	2	1	2	3	0	1	0	0	2	0	0	2	0	2	1	0	2	2	1	0
AL049569.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL139286.2	4	11	37	19	20	27	19	12	4	8	84	30	72	10	11	1	5	7	12	3
AL590235.2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Z69667.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001595.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC078874.1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0
AC093675.1	11	11	6	0	17	1	3	3	73	3	3	17	2	1	5	1	18	2	12	7
AC108488.2	0	0	1	0	0	0	0	0	0	4	0	1	0	0	2	0	0	0	0	1
AL160154.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC123512.1	0	0	1	17	1	16	0	3	0	0	22	1	19	5	3	0	0	1	4	0
AC006459.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC024560.4	3	5	51	3	24	17	46	22	5	39	5	11	2	6	24	5	2	17	2	9
AC087269.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009533.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC006008.1	9	22	26	1	22	12	25	28	14	22	3	5	5	3	5	5	7	7	6	25
AC092943.2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365214.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC096992.3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
ABBA01045074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022308.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL035411.3	9	14	19	5	19	15	27	23	52	38	15	4	2	14	5	9	22	28	12	5
AC133681.1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0
SMIM40	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0
AC004522.4	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AC068787.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004522.5	6	1	12	2	7	6	6	13	7	3	8	6	1	0	35	2	4	10	8	7
AL139815.1	0	0	0	0	0	1	0	0	6	3	0	0	0	0	0	0	1	0	0	0
AP002505.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103955.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012325.1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1
AL138954.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL136419.3	5	2	46	6	31	13	29	13	10	11	4	16	7	7	13	3	6	8	7	10
AC013716.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL022170.1	0	0	0	2	1	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0
AC027251.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079296.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL023913.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC055788.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092849.2	0	0	3	2	0	4	0	1	1	1	3	0	1	0	0	0	0	0	0	0
U82671.1	1	6	2	1	2	0	5	0	0	0	17	1	1	1	0	0	1	0	1	0
MICB-DT	79	168	45	206	134	20	83	88	141	147	123	55	99	82	65	112	67	57	65	76
AC244250.4	0	0	0	0	0	2	0	1	0	1	1	4	0	3	0	0	1	3	1	0
AC017104.5	2	2	25	2	12	1	2	5	4	22	1	1	8	21	4	4	0	1	6	4
AP001992.2	2	10	12	10	7	20	16	8	5	2	4	4	7	18	6	2	21	7	6	1
AL137018.1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0
AL513478.4	10	2	5	22	1	3	7	5	1	3	4	0	0	1	7	0	0	2	2	4
AC024996.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022467.2	0	0	0	0	0	0	3	3	0	1	0	0	1	3	0	0	0	0	0	0
AP000867.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AC008969.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087588.2	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0
AL356113.1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
AC093928.1	0	3	6	7	3	4	8	14	21	3	8	3	5	3	14	0	1	11	8	3
AC122697.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL033539.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
AC100858.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC117435.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079776.5	1	0	5	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
AL365215.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC104383.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC009869.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091938.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027128.1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
AC074096.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL136169.1	2	1	13	29	39	22	26	9	8	12	12	58	13	13	17	15	17	19	21	18
AC108066.2	3	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	6	0
AL137800.1	20	30	29	18	0	16	16	49	26	38	29	20	25	53	10	5	6	34	17	18
AC104167.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FP325313.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087369.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010491.2	4	2	2	0	4	0	2	3	5	2	0	0	5	1	1	2	2	0	1	1
AC012508.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL035665.2	0	0	1	0	0	0	1	1	0	13	0	0	0	0	2	0	0	0	1	4
AC087490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL662884.5	59	90	169	201	272	199	123	554	133	49	236	320	261	176	107	65	183	77	167	55
AP005136.4	4	3	6	0	2	1	1	1	2	6	0	1	2	0	0	2	1	3	1	0
AC084335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z83745.1	9	6	33	1	37	20	25	23	2	18	4	8	3	5	11	2	1	7	3	24
AC107067.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005234.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC020584.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL731553.1	0	0	4	4	0	6	1	0	5	1	0	2	3	2	0	0	2	1	1	3
AC016931.1	1	10	1	8	0	8	2	4	0	3	6	0	18	5	0	2	7	0	10	0
AC109635.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090578.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022239.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026736.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006478.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024933.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL691432.4	51	11	193	14	136	27	65	109	5	135	43	67	26	45	198	8	44	136	18	36
AC016026.2	1	2	14	65	28	20	17	14	6	11	7	7	15	5	14	1	13	4	1	0
AC012157.3	0	0	0	3	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0
AP001360.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC035139.2	0	5	0	1	0	0	0	3	0	1	0	0	1	1	0	1	0	1	0	3
AC069243.1	0	0	7	0	8	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0
AC092448.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099332.2	0	0	9	11	1	7	9	5	7	4	3	3	2	2	5	1	3	2	0	2
AC005856.1	14	15	12	7	23	31	29	48	10	11	19	8	21	6	2	8	24	9	18	7
AC103974.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AL121581.3	13	27	20	6	76	12	15	45	23	20	49	17	27	5	14	20	7	13	42	17
AC024651.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010624.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL589644.1	5	7	75	51	10	51	13	13	11	18	56	69	49	24	9	5	11	36	13	7
AC008674.1	0	0	2	0	4	1	1	4	5	1	1	1	2	0	0	2	0	0	0	1
AC007686.5	3	3	0	7	0	4	0	1	2	0	6	0	3	0	2	2	3	0	5	2
AC090018.2	21	12	14	5	32	5	18	9	49	37	14	9	10	4	14	3	5	13	6	36
AP003100.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087683.3	1	0	0	2	1	2	0	4	1	1	9	5	6	0	4	3	0	4	1	1
AC099563.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021037.1	11	3	31	2	18	9	16	9	24	16	14	5	4	1	2	8	22	4	11	21
AC130467.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003077.1	1	16	0	5	3	42	2	2	1	2	40	0	64	2	7	7	7	0	7	0
AC108667.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087883.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL161797.1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
AC010996.1	3	2	2	1	3	0	0	1	0	6	0	0	0	0	0	1	1	0	0	7
AL591022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL161717.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC095038.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091074.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097462.3	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0
AC079841.2	8	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	1
AC018978.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL022162.1	12	0	24	0	17	1	16	18	1	26	2	3	0	0	27	1	4	85	0	17
AC079117.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068616.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004464.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003973.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL162713.2	0	0	4	0	3	0	5	3	1	4	0	0	0	0	0	0	0	0	0	3
AC107032.3	8	4	2	17	9	1	1	22	0	7	0	2	1	1	3	1	8	6	1	13
AC093307.1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AC018647.3	18	16	32	67	21	66	20	62	29	25	26	18	62	29	23	14	27	19	18	8
AL590101.1	0	0	3	0	1	1	1	1	1	2	2	1	1	1	0	1	0	0	1	0
AL050402.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138470.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AC018802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097709.1	0	0	2	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0
AL162388.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006478.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL590560.5	7	9	17	235	25	123	46	77	36	12	120	73	118	43	7	17	108	43	80	5
AC079354.2	1	0	3	0	0	1	2	0	0	1	0	1	2	0	0	0	1	0	0	0
AC090945.1	1	0	7	1	6	0	1	5	1	8	0	0	0	0	1	0	0	0	0	2
AL392083.2	12	9	0	2	0	0	6	1	7	6	1	0	0	1	1	0	0	3	0	0
AL139106.1	1	2	6	2	3	6	4	6	5	1	0	2	3	8	5	0	15	1	4	1
AC072028.1	0	2	0	0	8	2	2	0	0	4	0	0	0	0	0	0	1	1	0	0
AC092810.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
AL133395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC096589.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124862.1	0	3	6	4	2	8	4	2	4	11	9	10	7	2	0	1	7	8	4	2
AL021917.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC121757.2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3
AC016240.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107302.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113410.5	0	2	6	4	1	1	10	4	0	3	1	1	2	3	0	0	5	4	5	1
AL359813.1	1	0	0	1	1	4	0	1	0	0	0	0	1	1	0	1	1	0	4	0
AL606970.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026271.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090004.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021220.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124248.2	4	0	9	1	2	0	5	3	4	5	5	5	0	2	14	7	4	2	0	0
AL121582.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL356489.3	0	0	2	0	2	2	2	0	0	5	1	0	1	0	3	0	1	0	0	0
AL606500.1	22	27	6	1	11	5	4	18	8	5	1	3	1	2	1	10	10	3	4	23
AP005209.2	0	7	0	1	0	0	0	0	37	0	0	0	0	0	0	10	8	0	8	0
AP000962.3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106791.3	3	2	5	2	10	5	7	3	4	5	3	0	3	6	2	3	2	3	3	2
AP004606.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC061958.1	10	0	0	0	0	6	0	0	1	0	1	0	0	0	0	0	1	1	0	1
AL499604.1	32	85	57	73	96	265	36	128	64	37	170	135	117	124	34	58	252	32	97	27
CDRT15P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021134.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106706.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137561.1	4	11	3	2	18	1	11	5	7	5	2	2	2	2	0	0	6	3	3	4
AC126468.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC092805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL157893.2	6	3	29	5	25	7	45	16	10	25	8	6	10	2	13	2	9	7	4	6
AL513218.2	1	0	0	5	4	5	6	7	10	9	2	1	1	4	1	2	9	4	4	1
AL109806.2	18	13	19	58	3	47	5	14	5	4	51	30	32	11	12	9	46	27	53	2
