Hugo_Symbol	Entrez_Gene_Id	GTEX-T6MO-1526-SM-4DM57	GTEX-11P81-1626-SM-5BC52	GTEX-13N11-1126-SM-5KM41	GTEX-RTLS-2426-SM-46MUO	GTEX-ZP4G-0726-SM-4WWF2	GTEX-WEY5-0726-SM-4LMID	GTEX-T2IS-2226-SM-4DM65	GTEX-PX3G-2026-SM-48U1H	GTEX-U3ZN-0726-SM-4DXT5	GTEX-XUW1-0226-SM-4BOOS	GTEX-PWOO-1526-SM-48TCK	GTEX-Y3IK-2126-SM-4YCDS	GTEX-RU72-2626-SM-4TT75	GTEX-W5WG-1326-SM-4LMI9	GTEX-11GSP-2426-SM-5N9BD
CAPNS2	84290	1	9	5	7	9	4	2	11	1	7	1	5	7	8	8
ZBTB25	7597	687.82	939.54	821	1779.61	892.99	470.73	555.84	658.34	427.82	488.71	834.17	1266.94	1465.27	756.51	1395.34
YWHAH	7533	3543	3335	3204	1167	7256	3466	3107	3108	1719	2283	3380	2629	2540.4	2777	3551
ZCCHC2	54877	924	775	962	1092	1257	1134	495	1244	655	733	882	1157	1122	695	2002
TXNDC5	81567	5375.81	5557.64	5745.31	2751.03	8639.58	4916.47	5373.65	6582.8	4139.69	3414.95	8719	5758.34	5838.35	2807.06	4008.63
ABHD6	57406	421	240	370	220	550	368	304	601	279	295	466	400	372	324	319
ATP6V0A1	535	2550	4650	3394.09	4157.13	4465.17	3387	2632	4010	2546	3134	1990	4284	5581.97	3582	5797
GRM7	2917	49	307	72	5	319	40	60	211	71	2	37	75	1	8	0
CPB1	1360	54	164	30	11	141	327	54	172	57	31	46	55	155	87	13
EDNRA	1909	2809	2408	1032	1060	8486	2830	2537	2718	1380	1333	3551	3079	1380	1339	2337
NDUFA6	4700	756	674	901	558	1443	993	933	1297	677	739	925	995	996	752	726
RP11-553A10.1	0	1	0	0	6	6	1	0	5	7	1	1	9	4	2	1
AL590452.1	0	4	16	5	6	5	2	1	4	2	1	2	8	2	6	5
ARID4B	51742	1932	2338.84	1801	2160.24	3020.3	1661.88	1096	3195.98	2079.71	1437.63	1542.48	2258	2664.23	1740	2036
DDIT4L	115265	182	120	112	71	86	58	50	94	51	34	229	159	83	58	165
CBWD2	55871	668.65	891.34	996.76	1152.67	1251.9	879.03	784.51	937.3	625.9	833.35	776.78	1127.74	1184.45	1092.87	2001.47
CCDC68	80323	241	120	161	213	226	149	204	236	117	199	179	218	136	691	390
BRPF3	27154	1306	2188	1542	1843	2619	1557	1521	2674	1815	1819	1382	1825	2870	1485	1812
PPP4C	5531	1017	1038	1742	662	2334	1337	1358	2285	1119	1217	1630	1554	1738	1017	1195
CEP164	22897	1352	2195	1824	3115	2495	1395	1537	2168	1243	2083	1670	2776	3548	1884	3158
ARL6IP5	10550	5494	2786	3219	2124	5241	4716	2257	4000	2915	1649	4441	3321	2872	2527	2487
POTEH	23784	0	0	0	0	1.68	0	0	0	0	0	0	0	0	0	0
EFNA4	1945	93	88	187	102	168	130.88	195	593.9	223	117	163	205.98	230	140	96
SFRP5	6425	3	0	5	15	46	58	11	22	1	8	178	1	93	7	2
LGALSL	29094	628	358	385	365	754	689	506	622	308	465	355	548	438	510	514
NFRKB	4798	1428	1318	1370	2262	2098	1339	1251	2148	1303	1493	1170	1833	2471	1418	2381
C11orf74	119710	185	295	285.39	279	279.27	185	266	413	295	123	210	328	357	206	261
CTAGE8	100142659	40.65	76.87	82.65	48.2	97.67	8.05	0	52.55	9.31	0	22.3	20.02	73.89	31.3	34.57
MAGEC3	139081	17	1	4	9	5	5	9	10	2	4	2	10	10	10	15
ZFYVE19	84936	402	625.46	574	746	791	429.21	731	639	507	513	585	868	1086	553	844
DEPDC1B	55789	12	11	17	15	9	3	7	5	4	8	8	5	18	7	6
EFR3B	22979	13	43	26	29	50	27	18	42	27	41	20	54	38	22	56
CELA1	1990	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ARL4C	10123	144	341	582	67	363	118	94	290	299	47	443	282	180	30	256
SNRPA1	6627	939.91	955.96	754.96	1581	1297.83	904.84	785.88	1194.97	582.97	950.89	829.97	1409.12	1120.96	990.96	1939.98
HTR3A	3359	2	1	4	1	4	2	1	0	0	0	6	0	0	1	0
FAM47A	158724	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0
RP11-87C12.2	0	8.66	28.12	15.41	42.98	21.29	4.28	21.41	9.23	14.09	8.84	14.16	26.96	39.47	23.91	52.23
KLHL13	90293	1148	1431	1347	659	4797.72	2094	2180	3918.84	2679	1534.67	1314.77	2594.17	1433	1288.9	1062
RGS9BP	388531	2	0	5	2	2.71	0	2.53	3	2	1	6	1	6	0	0
NOV	4856	2151	138	158	297	404	469	360	263	169	238	1574	343	109	436	608
MMP3	4314	23	7	44	2	4	86	2	6	182	0	14	2	21	3	7
C9orf156	51531	197	406	314	283	448	267	169	544	363	202	166	331	446	158	213
FP15737	0	318.33	435.77	293.96	712.27	231.67	277.96	367.81	283.72	270.93	276.24	769.69	764.86	1598.3	406.73	884.46
DAK	26007	781.73	496.3	887.95	828.45	1748.98	904.07	639.49	1136.44	585.17	456.94	458.84	1024.79	766.93	636.51	580.66
BAI2	576	411	520	560	105	407	406	801	975	321	92	212	167	132	228	138
AC137056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM63A	55793	887	1047	1284	1157	1727	880	895	1900	1361	817	834	1596	1608.01	761	777
ZMYND11	10771	4318	5316	2929	3212	7269	4777	3160	5525	3356	3351	3243	4036	4497	3526	4530
NPIPA5	9284	728.52	63.44	998.34	1140.92	924.28	53.23	531.97	37.98	22.2	728.12	474.94	824.85	2777.5	1412.32	864.23
TRAPPC6A	79090	220	165	233	265	395	231	243	520	257	165	239	370	370	238	244
PINK1	65018	3352.28	2706.43	4197.91	1946.03	3898.87	2977.72	2322.5	5317.3	2700.38	1992.66	3393.74	2719.15	2871.92	2200.04	2766.57
MMP19	4327	1836.13	1675.11	2899.91	902.27	4492.94	3529.63	990.22	1718.04	1636.86	1047.03	1826.07	767.66	1171.07	1144.31	705.94
PCDHGC3	5098	3839.93	2617.11	1895.98	2068.98	6663.66	5140.97	2563.31	3196.56	2741.55	3442.05	3868.15	2884.43	4659.8	2782.2	2502.08
C9orf139	401563	26.78	4	26	2.31	62.14	20.88	9	25	4	10.39	7	21.63	12.87	9	3
IVNS1ABP	10625	1654	3921	2283	1758	3196	1542	1927	3563	2283	1622	2921	3360	3281	1558	13629
MAGI3	260425	523	639	392.88	607	901	535	379	752	482	376	311	660	682	509	683
SERPINB7	8710	0	1	1	0	4	1	0	0	2	0	1	1	4	0	0
PRSS12	8492	42	10	9	4	21	20	17	30	25	6	16	12	188	7	11
CHCHD3	54927	872.01	1051	984.67	746	1501.95	952.99	830.73	1101.45	742	757.16	930.96	1006	907.8	844	1213.05
VARS2	57176	820.32	1244.68	1109.63	1680.1	1442.27	988.64	1470.61	1536.59	679.43	1454.57	1071.13	2336.23	1706.55	1661.26	1848.65
CHRNE	1145	23.7	13.88	41.23	64.44	55.93	20.45	30.16	37.69	14.52	13.04	35.29	34.98	50.02	29.67	50.68
TMEM143	55260	293	193	224	479	425	230	205	303	244	260	200	382	436	260	368
HSPB3	8988	28	93	224	0	21	93	84	76	154	19	9	17	48	8	14
RP11-204N11.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPPL2C	162540	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0
C9orf37	85026	338	445	399	655	764	415	514	439	356	467	356	751	924	555	620
CLCNKB	1188	38.87	26.18	31.09	29.39	120.9	83.32	42.65	35.37	23.14	40.49	10	32.27	34.84	95.48	27.23
HIST1H4C	8294	2	0	0	2	0	0	2	0	0	1	0	1	3	1	1
ACSM1	116285	83	24	92	151	264	175	57	71	52	93	16	161	20	115	61
MPZL3	196264	87	80	98	227	89	59	48	116	69	67	87	152	133	129	331
TBC1D3	84218	221.46	646.91	103.54	367.14	162.74	226.88	830.1	844.62	537.18	97.5	250.82	267.5	1232.03	338.23	541.91
DAW1	164781	1	1	0	0	0	1	0	0	1	0	2	0	0	0	0
9-Mar	92979	275	276	620	131	344	208	595	892	346	141	419	366	567	269	142
AL353791.1	0	151.06	75.83	127.2	132.9	87.75	96.96	106.45	198.62	30.58	90.38	140.72	175.44	95.97	150.29	353.45
P2RX7	5027	178	122	157	226	338	152	71	324	182	140	109	352	316	123	330
TMEM106B	54664	2402	2456	1540	1360	4069	2475	1360	2519	1815	1114	1830	1719	1970	1654	1790
AQP9	366	11	1	29	11	44	21	1	28	36	5	277	34	22	7	19
SALL3	27164	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
KCNC4	3749	308	346	652	390	455	247	374	331	272	348	617	679	758	539	761
ACAT2	39	307.17	188.79	325.69	343.85	553.45	587.57	326.04	360.59	219.56	317.31	194.56	525.42	276.23	436.16	590.58
OR7G1	125962	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FDCSP	260436	1	5	5	0	0	0	0	0	0	0	0	0	2	0	0
AC022210.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF140	7699	425	791	520	995	815	475	626	1300	665	525	469	896	1433	742	1030
TLX1	3195	0	0	0	1	1.1	0	0	0	0	0	1	0	2	0	1
AC132186.1	0	26	24	21.59	53	37	34	15	30	22	26	13	44.95	14	26	17
C1orf141	400757	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HPS4	89781	1251.08	1491	1465.71	2364.48	2007.18	1365.61	1072	2485.23	1450.87	1224.76	1034	1932.77	2951.53	1327	2493.14
OTX2	5015	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OIP5	11339	11.3	5.04	4.83	11.62	6.22	4.35	11.36	8	5.29	7.07	3.49	11.49	17.82	13.07	2.33
NME2	4831	50.45	90.82	61.67	65.58	178.07	33.66	159.28	98.39	58.99	57.87	241.9	110.54	115.82	122.54	80.51
TMEM125	128218	4	2	0	0	4	3	3	3	8	3	2	1	62	6	2
IL7R	3575	177	122	89	141	449	51	26	48	34	57	500	84	48	56	50
PCF11	51585	2546.22	2006.65	1673.76	2741.63	3641.66	2550.56	1306.19	2570.13	1281.79	1964.67	1915.62	2683.52	3160.63	2654.42	2074.63
AD000671.6	0	17.65	40.34	14.29	21.37	16.22	8.25	14.38	23.24	24.86	9.87	43.93	15.88	39.52	13.98	54.5
FAM209A	200232	2	8.66	4.06	5	10	6	3	11.73	3	4.8	3.74	4.53	13.86	4.05	10
OOSP1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
AL359878.1	0	3	8	4	6	7	4	5	6	7	0	2	13	15	9	2
CALU	813	6665	13277	11199	2017	17356	7281	6129	7015	6420	3538	10699	4655	4983	3515	3896
NOS2	4843	38	8	3	48	7	35	7	25	21	15	6	28	60	28	69
DYRK1B	9149	497	538	517	932	708	261	657	1266	712	505	435	940	1360	635	648
CYB5R4	51167	333	530	453	399	668	456	259	651	434	306	550	398	541	312	342
MTFR2	113115	8	2	9	15	17	14	1	15	4	9	12	2	10	4	4
C3orf36	80111	46	3	10	0	23	50	8	28	23	44	51	20	7	29	7
F8A1	8263	563.15	673.1	316.23	226.31	1779.93	837.86	536.47	1391.2	818	676.36	749.18	472.1	498.9	168.54	293.04
GPR37	2861	253	63	82	5	332	67	27	95	232	60	38	24	27	60	12
KATNAL2	83473	37	27	49	122	70	47	35	80	44	40	50	71	85	57	71
ASPA	443	393	249	202	1027	1032	564	490	282	109	300	595	583	267	598	718
TOX3	27324	20	12	9	32	10	9	12	46	45	17	6	24	181	25	26
ATP2C1	27032	2192.48	3190.95	2365.59	2146.37	3789.36	2308.66	1788.29	3307.93	2224.16	2015.75	2279.81	3351.79	3175.72	2507.21	2594.98
ZNF558	148156	1546.93	1459.29	1120.25	1732.55	2070.15	1349.15	1118.8	1271.25	1223.94	1079.77	1304.23	1542.92	2336.76	1237.96	1521.43
SOX4	6659	1899	7718	4981	427	1409	937	2622	19855.03	6745	1277	972	2601	7756.2	1041	1982
SRP19	6728	510.18	763.04	683.57	350.41	1392.95	668.56	655.03	968.17	532.7	506.15	731.87	526.27	700	525.73	506.14
PTPN7	5778	87	75	84	43	96	42	94	258	81	26	114	181	178	30	69
RP11-867G23.8	0	5.1	11.1	9.08	14.19	13.04	10.75	11.69	5.51	6.3	12.35	12.79	18.32	12.26	4.2	23.89
PLTP	5360	3831	4037	4962	2639	5982	4562	4897	8575	6059	2052	6366	7022.73	3515	2370	4095
HHEX	3087	308	223	464	219	367	231	176	565	209	231	348	697	351	313	507
RAD9B	144715	12.03	10.03	11.17	44.19	8.13	15.14	6.16	16.24	4.07	13.24	13.16	20.59	22.27	22.4	20.31
HVCN1	84329	223	148.53	231.33	278.57	320.81	275.97	282.18	417.87	207.3	230.04	184.78	431.66	516.86	287.15	312.25
ZBTB20	26137	22	40	41	77	69	40	24	34	24	35	13	44	67	30	109
SMIM18	100507341	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0
TWF2	11344	1313.64	972.74	1770.84	740.79	2355	1621.38	1611.61	2152.71	1107.67	876.31	1627.71	1719	1338.72	1134.21	1265.64
COL5A3	50509	3669	1395	2283	5363	6493	4155	3185	2348	1643	5099	2582	3765	5024	6483	3576
ABHD5	51099	134	206	443	136	239	190	134	217	135	94	722	153	130	101	154
CT45A3	441519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAC3	246329	21	13.47	47	17.1	54	35.65	17	33	18.57	20.66	33	45	39	50	26
RNASET2	8635	698	576.23	636	1475	1098	698	803.51	973	785	760	1172	1322	1825.54	782	1745
HOXC5	3222	16.56	18.76	24.42	22.14	27.33	39.95	20.95	27.33	7.67	4.23	4.52	37.73	0	33.88	6.3
TNNC2	7125	37	58	55	48	86	74	38	42	37	54	38	62	114	73	57
FAIM2	23017	467	336	165	223	1094	859	794	874	263	390	819	303	280	453	703
STK35	140901	1016	1506	1977	1646	2326	2011	1164	2097	1291	1124	1280	2209	2603	1179	1210
COPB1	1315	3008.59	3800.19	3563.89	2360	5449	3403	2892.73	4181	2755.4	2493.47	4068	3735.67	3798.7	2870.73	3231
TOMM40L	84134	419.72	361.71	655.92	242.49	876.76	470.82	446.65	498.25	296.35	508.95	627.53	600	472.18	435.88	406.6
PRKCI	5584	1077	1445.99	973	1097.97	1523.98	1221	864.97	1430	882	828	1056.99	1136.98	1553	991	1595.99
PTPRM	5797	4462	3020	5726.25	3492	5570	4598	1525	5542.56	2697	2864	3155	3276	2472.43	3464.23	3719
RNF181	51255	783	688	1259	816	1371	894	948	1389	681	681	1186	1090	1218	822	1011
CTD-2370N5.3	0	0	0	1.68	0	5.77	0	10.37	7	0	4.05	4.12	0	2.42	2.95	0
MPC2	25874	721.22	574.36	739.74	521.37	1262.27	836.14	625.84	763.43	603.69	505.31	754.68	646.02	851.1	632.82	814.11
AGAP5	119016	187.54	439.98	383.48	481.4	442.37	253.4	245.17	356.88	223.71	207.85	266.25	436.1	447.8	339.12	441.82
CRYGC	1420	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
KLB	152831	4	2	1	0	17	1	2	0	2	4	1	4	5	7	4
ZDHHC24	254359	250.2	195.32	457.54	239.49	499.24	301.73	218.92	528.59	282.24	218.86	421.14	332.4	282.56	201.35	192.59
DEFB103A	55894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF3	401940	0	0	0	0	2.73	0	0	0	0	0	0	0	0	0	0
ZNF607	84775	275	338	341	510	415	313	276	488	291	275	231	511	434	329	447
TANK	10010	1225	1328	1154	722	1836	1008	614	1093	788	504	1144	850	1071	700	862
MAFK	7975	3381.63	6684.76	3813.74	5320.53	4037.64	2120.16	2064.65	3902.51	3466.28	1744.25	2767.33	2553.21	7501.48	2020.72	8266.27
RNF133	168433	3	4	5	16	6	7	5	8	3	3	6	4	9	7	10
ATL3	25923	5641	7405	4776	2632	9234	5826	2935	3916	2565	2138	5544	3218	3068	3127	3853
COX8A	1351	1590	1164.93	1680.94	1149	3178.83	1736	1643	1812	1121	1447	1941	1863.88	1606	1286	1576.95
HTR6	3362	3	1	0	3	4	0	0	2	0	0	0	1	2	0	1
ARIH1	25820	2326.46	3002.8	2225.52	2512.69	3768.77	2233.43	1559.37	3628.17	2155.07	1735.44	2214.12	2799.2	2906.04	2018.12	3307.55
ISG20L2	81875	729.87	893.83	932.53	612.4	1370.25	965.7	944.21	1571.26	933.12	620.8	1112.83	896.3	1204.66	602.23	699.4
MAP3K9	4293	15	54	33	42	30	19	41	140	66	146	19	94	232	118	78
FAM19A2	338811	51	14	25	25	65	46	16	21	25	13	15	53	42	30	52
H2BFWT	158983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A2	7780	4	1	4	1	3	17	3	38	5	6	0	4	12	10	4
WRN	7486	785	1039	571	576	1342	774	483	1603	828	820	549	933	760	672	668
ZNF229	7772	154.15	174	105	124	359	158	112	204	160	103	89	152	176	181	128
KRT6B	3854	9.81	9.93	5.2	17.5	23.61	2.12	0	2.41	7.5	1.04	9.45	4.58	13.76	0	2.07
PRSS38	339501	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0
PAPSS1	9061	1174	1496	1610	589	2640	1418	1329	1693	1100	912	1283	1539	1136	1106	1119
MPV17	4358	856	1156	1537	1052	1694	1026	1075	1533	827	850	1192	1432.44	1286	793	1088
NFKBIZ	64332	1750	1545.93	1174.9	3330.83	1977.67	1514.74	250.7	846	656	1455	787	2133.76	3066.9	1251.86	4202.47
IL2RG	3561	131	71	88	65	156	41	59	208	68	30	115	224	207	38	121
CXorf28	0	0	2	0	0	0	1	1	2	0	0	0	1	0	0	1
EMCN	51705	790	812	1292	1024	1078	661	1747	2242	848	831	818	1946	1576	1291	2855
SPATA13	221178	716.23	1497	1110.46	958.97	1137	871	630	1344.51	744.23	1047	599	1395.92	2085.55	1336.28	1309
DMRT3	58524	5	33	41	11	29	45	3	36	9	1	2	32	0	1	19
UROS	7390	391	425	648	420	818	593	569	649	427	370	525	684	548	436	432
ZFP41	286128	393.26	513	519.1	555.86	849.69	428.61	381.9	588.69	453.97	465.56	397	743	646.52	494.42	474
RP11-426L16.10	0	0	4.61	2.35	3.85	2.22	9.87	0	6.22	0	11.02	3.58	7.63	3.77	0	11.8
DNLZ	728489	235.06	125.63	145.24	153.4	340.82	189.08	202.44	299.67	131.43	264.72	231.02	355.87	287.61	151.62	279.11
HECTD2	143279	1117	2150	1233	1299	1850	1128	956	1824	1102	712	1036	1418	1333	1056	1535
AC093677.1	0	0	0	1.07	0	1.11	0	2.18	2.29	2.17	2.17	2.11	1.05	2.07	0	0
CRIP1	1396	6.69	2.05	0.13	9.2	7.78	11.31	1.61	14.68	0	1.83	0	6.2	3.99	5.66	25.74
XAB2	56949	1641	2247	2271	3515	3085	2063	1774	3587	1883	2086	1716	3126	4607	2342	3423
PAH	5053	0	0	15	4	1	0	0	5	0	1	0	1	2	0	0
ACSM2B	348158	3	1	31	9.66	4	3	2.76	3	0	7.52	13.68	17.7	1	9.23	6.95
ZNF324	25799	291.86	296.7	277.96	298.52	558.58	371.08	240.82	482.36	260.78	372.52	214.1	468.32	433.51	254.91	307.32
TBL2	26608	668	888	844	982	1378	974	976	1426	684	808	1180	1152	1562	974	932
UGT1A10	54575	0	0	0	3.45	1	0	0	1	0	0	0	1	0	0	0
SNX18	112574	2035	1057	1050	505	2329	1287	1444	1678	967	898	1117	1535	1027	852	1125
C11orf91	100131378	1.11	0	0	4	2.02	0	0	2.08	1	3.09	1	0	0	1	0
C9orf9	11092	331	398	386.77	710	659.83	382	388	509	423	333	209.76	627	791	376	373
HIST4H4	8294	36	97	86	204	49	20	28	49	47	20	35	89	87	47	208
ENTPD8	377841	4	0	4	19	6	1	3	5	6	4	0	9	5	4	1
RPUSD4	84881	619.07	907.54	754.37	995.38	1096.63	596.24	753.72	1222.93	709.87	841.12	690.42	1205.04	1345.5	741.28	763.07
OR4K1	79544	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
C1orf159	54991	436	474	396	810	579	426	596	1037	382	644	365	651	1131	690	883
RASD1	51655	127	26	64	347	620	757	93	239	236	271	2104	388	599	109	390
AL079342.1	0	2	2	0	0	0	0	4	1	0	0	3	3	3	0	0
ZNF804A	91752	4	2	3	2	9	0	1	12	2	1	8	2	0	3	5
HLCS	3141	501	290	553	392	966	582	287	468	338	320	510	498	384	397	385
GRAP	10750	122.98	162.24	257.73	93.16	153.01	106.13	111.35	486.95	174.19	124.98	356.89	262.23	298.08	142.8	153.31
HBG2	3048	7.84	8.21	8.25	289.28	5	6.84	12	5.83	0.06	2.39	14.27	25	16.8	7.06	14.25
TXNDC12	51060	950.23	947	1052.23	823.37	1402.99	978	951.47	1391.86	905.85	922.64	1439.75	1178.94	1426.57	833.07	916.72
RGS18	64407	25	18	20	25	41	12	14	30	16	8	48	35	13	10	31
SNAI3	333929	26	16	24	15	40	24	13	43	24	8	14	23	34	15	23
CENPB	1059	2505	2255	3074	1653	4767	3093	2635	5002	2559	2402	2590	2947	3820	2195	2238
CYB5R1	51706	1693	1332	1968	1631	2625	2046	1187	2655	1549	1342	1509	2264	2259	1630	2031
KLK4	9622	5	2	1	26	4	0	23	23	8	21	0	5	615	4	26
AIFM1	9131	599	598	681	450	1275	784	718	940	510	575	718	734	700	609	664
MMD2	221938	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0
APMAP	57136	2027	2448	2980	1731	4000	2309	2222	2932	2569	2624	3311	3067	3763	2406	2135
ZSWIM3	140831	131	124	199	59	238	120	143	179	140	121	145	167	176	180	45
SPDYE1	285955	18.58	32.3	23.06	26.05	25.27	12.85	11.85	12.07	10.91	20.4	22.01	34.82	35.25	23.74	22.2
LYPD4	147719	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
CPNE4	131034	2	2	4	10	4	6	15	3	6	0	2	2	2	2	6
SPRR1A	6698	6	13	2	12	32	3	9	8.01	15.73	2.69	14	7	9	2	3
CHDH	55349	118.27	239.36	482.33	271.11	106.43	87.43	340.69	531.05	361.69	340.41	106.57	295.51	941.17	251.37	290.34
CAPZA3	93661	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
MMP28	79148	596	171	571	88	986	388	417	295	179	97	350	228	115	310	152
ZC3HAV1L	92092	71	203	123	197	247	109	102	144	88	129	118	180	100	78	114
SH2D7	646892	1	6.22	7.31	4.15	8	4.13	5.26	4.28	6.23	9	3.1	9.41	19.86	4.12	4.27
LYN	4067	289	246	362	141	439	301	175	559	211	154	653	427	217	191	273
CDK6	1021	553	413	387	535	693	356	524	726	387	339	530	687	869	556	1030
SIAH3	283514	1	2	0	1	0	2	2	3	7	1	0	0	13	0	0
MYLK4	340156	104	85	63	137	127	109	119	132	78	66	37	90	57	31	100
LTBP1	4052	10020	6326	5378	1982	20915	9204	6884	6063	5210	5243	6241	7983	2872	5633	3681
BSND	7809	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KMT2D	8085	4662.45	6252.32	6322.02	4648.6	9676.92	6274.14	3920.71	7342.64	4307.14	6263.96	4480.17	7153.85	6571.04	5068.41	4158.39
GLIS2	84662	1901.97	866.73	1532.96	914.13	2301.18	2365.52	2785.14	3615.52	1354.87	1413.99	1558.35	1768.35	2977.99	1498.81	3657.27
AP000974.1	0	14.06	37.21	23.37	67.77	17	12	11.12	17.56	13.23	15	25.25	41	77.74	28.25	58.57
SIGLEC1	6614	418	139	967	84	1279	610	174	551	285	42	1321	976	22	59	334
COL6A2	1292	68535	70220	56457	82720.93	197217	87421	75447	63405	60236	55163	72078	87186	106872.03	64030	88722
ALOXE3	59344	1	2	14	10	4	2	4	3	2	1	2	3	10	14	8
AL591025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIVEP2	3097	1257	1762	1092	845	1576	1668	618.37	1283	959	736	890	868	1332	783	1559
RCOR3	55758	1746	1567	1614	2768	2058	1630	1044	2510	1230	1359	1344	2600	2732	2003	2954
EI24	9538	1975	2194	1910	1214	3615	2236	1985	2701	1757	1786	2208	2154	2112	1639	1595
RAB20	55647	264	51	144	152	274	237	97	189	97	128	543	270	174	119	451
PLEKHB2	55041	1170.21	1222	1825	846	1976	1424	1311	2191	1180	843	1736	1483	1555	855	1369
HECTD3	79654	1691	2033	2572	1984	3195	1886	1815	3240	1703	1430	2282	2587	2498	1612	1977
TRPM3	80036	12	8	12	55	36	47	11	30	12	50	17	84	104	23	86
PRKD2	25865	1324	1290	2235	2662	2176	1324	1426	2709	1587	1592	1443	2851	2948	1654	3371
SLC52A2	79581	656.94	737.45	986.59	460.42	1276.69	795.32	861.54	1352.6	674.94	715.41	1080.4	664.7	1167.51	655.55	694.19
RNLS	55328	176	179	185	301	448	250	158	182	152	182	137	235	227	218	299
KBTBD12	166348	125	37	17	95	43	42	16	24	25	18	21	34	66	105	123
SBSPON	157869	869	437	214	348	553	610	367	234	126	150	909	519	266	513	811
MAF1	84232	3963	3077	3503	3772	4876	3134	3290	5768	3441	2837	3645	4275	6814.99	3008	4192
EBF3	253738	276	421	523	600	567	426	161	154	78	51	892	128	67	79	259
CSTB	1476	1435	1488	2040.98	1313	3152	1882	1017	1831	1392	1074	2195	1849	1691	1576	2490
IDO1	3620	31	22	23	10	5	15	1	7	92	3	36	38	38	40	31
KCNJ4	3761	1	0	5	6	6	0	1	30	5	9	0	2	4	3	0
AKIP1	56672	553	513	654	483	862	551	435	704	405	425	458	631	980	508	639
VN1R4	317703	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ZHX3	23051	4418	1960.55	3341.9	2355.69	6340.9	4510.61	889.94	1130.41	1552.9	1958.75	2331	1430.87	1182.97	2166.88	1013
SIGLEC7	27036	53.91	17	25	6	45.73	24.36	7.64	22.22	8.74	10	147.85	19.71	10	12	10
PLAC8L1	153770	4	7	3	12	3	9	10	9	4	2	3	4	35	19	5
PTGS2	5743	108	227	121	93	37	69	32	69	77	16	83	124	137	15	1189
KRT35	3886	0	0	0	0	5	0	1	2	0	0	0	0	0	0	1
CTD-2616J11.11	0	6.24	3.15	6.44	1.96	15.84	5.24	3.35	3.81	0	10.12	1.73	1.58	7.17	3.31	8.05
APBA1	320	459	554	578	387.69	657.33	504	310	721.75	456	304.07	243.41	520	631.85	409.79	672.08
TNIK	23043	602	422	625	396	747	484	303	1395	769	331	261	831	587	439	467
MAPK8IP2	23542	94	224	98	225	240	187	215	221	99	361	32	298	283	257	176
NFKBIA	4792	3728	1231	3557	5705	5695	4208	1660	2494	1702	4311	4348	2870	2608	4160	3609
RHOG	391	1282	982	1675	741	2483	1487	1260	1966	1079	993	1577	1682	1685	923	1222
SH2D5	400745	25	119	143	38	17	43	10	41	31	71	19	51	118	46	41
ZC3H18	124245	1443	1706	1858	1878	2700	1601	1499	2554	1588	1640	1692	1893	2439	1638	1919
PAK6	56924	20	5	18	66	15	26.9	23	26	36	38.14	4.67	27	205	47	22
RPS7	6201	11861.5	10724.34	12708.15	16281.61	16670.95	10987.89	13519.91	13672.36	8988.34	13176.87	13138.61	24467.76	25294.93	15564.62	18410.55
RBM14-RBM4	100526737	94.75	113.07	117.21	143.76	209.16	74.76	90.22	139.51	104.49	58.17	70.07	157.64	145.12	52.69	112.28
IFI44L	10964	247	254	839	291	242	188	333	930	671	126	220	1018	408	283	953
FMO3	2328	169	26	68	117	115	92	10	100	16	24	97	32	31	16	288
AC135983.2	0	1	3	2	6	4	10	6	8	0	3	2	3	8	0	4
AC026369.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAI3	2773	1684	2457	2073	1104	3403	2060	1632	2445	1618	1207	2336	1993	1771	1431	1867
EIF3J	8669	1049	1453	1294	737	2001	1089	1200	1461	984	725	1529	1109	1089.63	772	1141
